name,slug,category,description,city,address,lat,lng,website,phone,email,image_url,sens_noise_1to5,sens_light_1to5,sens_crowd_1to5,sens_quiet_room,sens_headphones,sens_staff_trained,sens_certification,sens_last_verified,sens_score_avg,sens_accessibility_summary,category_tags,AI Sensory Accessibility Summary,Geocode Status,Review Status,Last Verified Age
Allandale Station Park,allandale-station-park,Park,,,,44.37,-79.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
T. B. McQuesten Park,t-b-mcquesten-park,Park,,,1199 Upper Wentworth Street,43.21,-79.86,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Glendale Park,glendale-park,Park,,,,42.87,-80.74,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Thornhill Community Centre,thornhill-community-centre,Community Centre,,,,43.82,-79.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cedar Hedge Park,cedar-hedge-park,Park,,,230 Cedar Hedge Road,43.53,-79.85,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Grandview Park,grandview-park,Park,,,,43.80,-79.41,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Brock Park,brock-park,Park,,,,43.32,-79.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
North Central Community Park,north-central-community-park,Park,,,,43.27,-79.84,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Birge Park,birge-park,Park,,,,43.26,-79.85,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Jackie Washington Rotary Park,jackie-washington-rotary-park,Park,,,,43.27,-79.86,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bayfront Park,bayfront-park,Park,,,,43.27,-79.87,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
YMCA,ymca-mississauga,Community Centre,,Mississauga,325 Burnhamthorpe Road West,43.59,-79.64,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Seneca Cook Parkette,seneca-cook-parkette-newmarket,Park,,Newmarket,325 Clearmeadow Boulevard,44.04,-79.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Claire Salisbury Parkette,claire-salisbury-parkette-newmarket,Park,,Newmarket,270 Clearmeadow Boulevard,44.04,-79.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Joe Perschini Park,joe-perschini-park,Park,,,385 McCaffrey Road,44.04,-79.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Button Factory,button-factory,Community Centre,,,25 Regina Street South,43.46,-80.52,https://www.buttonfactoryarts.ca/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Apeldoorn Park,apeldoorn-park,Park,,,,43.32,-79.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mahoney Park,mahoney-park,Park,,,160 Lanark Avenue,45.40,-75.75,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bonshaw Park,bonshaw-park-newmarket,Park,,Newmarket,,44.06,-79.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Italian Canadian Club,italian-canadian-club,Community Centre,,,135 Ferguson Street,43.55,-80.24,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Creekpath Woods Park,creekpath-woods-park,Park,,,,43.38,-79.73,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Crantham Park,crantham-park-ottawa,Park,,Ottawa,11 Crantham Crescent,45.26,-75.94,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
W.J. Bell Rotary Peace Park,w-j-bell-rotary-peace-park,Park,,,1751 Stittsville Main Street,45.25,-75.91,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Paul Lindsay Park,paul-lindsay-park,Park,,,81 Trailway Circle,45.27,-75.91,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Slate Park,slate-park-ottawa,Park,,Ottawa,13 Slate Street,45.27,-75.90,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Alfred McCoy Park,alfred-mccoy-park-ottawa,Park,,Ottawa,73 West Ridge Drive,45.26,-75.94,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
West Ridge Park A,west-ridge-park-a-ottawa,Park,,Ottawa,20 West Ridge Drive,45.26,-75.94,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Banyon Park,banyon-park-ottawa,Park,,Ottawa,70 Abaca Way,45.27,-75.94,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
London Public Library - Masonville,london-public-library-masonville,Library,,,30 North Centre Road,43.03,-81.28,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Trustee M. Curry Park,trustee-m-curry-park-ottawa,Park,,Ottawa,85 Hartsmere Drive,45.25,-75.91,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hopetown Park,hopetown-park,Park,,,23 Hartsmere Drive,45.25,-75.90,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Avalon Parkette,avalon-parkette-burlington,Park,,Burlington,2284 Avalon Drive,43.41,-79.78,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Dryden Parkette,dryden-parkette,Park,,,,43.40,-79.79,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
B.C. Matthews Hall Green,b-c-matthews-hall-green,Park,,,,43.47,-80.55,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ottawa Public Library - Rideau Branch,ottawa-public-library-rideau-branch,Library,,,377 Rideau Street,45.43,-75.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Besserer Park,besserer-park,Park,,,232 Fountain Place,45.43,-75.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bordeleau Park,bordeleau-park,Park,,,349 Bruyère Street,45.44,-75.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hofstetter Park,hofstetter-park-kitchener,Park,,Kitchener,40 Hofstetter Avenue,43.42,-80.42,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Riverside Memorial Park,riverside-memorial-park,Park,,,1063 North River Road,45.42,-75.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fisher Park,fisher-park,Park,,,250 Holland Avenue,45.40,-75.73,http://www.fisherparkrecreation.ca/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
River Road Park,river-road-park,Park,,,,45.42,-75.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Civic Centre Park,civic-centre-park,Park,,,170 Otto Street,43.45,-80.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Roselea Park,roselea-park,Park,,,,43.48,-80.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Dovercourt Recreation Centre,dovercourt-recreation-centre,Community Centre,,,411 Dovercourt Avenue,45.38,-75.75,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Soloway Jewish Community Centre,soloway-jewish-community-centre,Community Centre,,,21 Nadolny Sachs Private,45.38,-75.75,https://www.jccottawa.com/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Valin Park,valin-park,Park,,,998 Valin Street,45.47,-75.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Brant Park Conservation Area,brant-park-conservation-area,Park,,,,43.15,-80.30,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Benton Green,benton-green,Park,,,,43.45,-80.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Somerset Square,somerset-square,Park,,,2 Spadina Avenue,45.41,-75.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Victoria Green,victoria-green,Park,,,,43.45,-80.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Churchill Seniors Recreation Centre,churchill-seniors-recreation-centre,Community Centre,,,345 Richmond Road,45.39,-75.75,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
F.B. McFarren Memorial Park,f-b-mcfarren-memorial-park,Park,,,,43.57,-79.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
North London Athletic Fields,north-london-athletic-fields,Park,,,,43.02,-81.25,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ottawa Public Library - Rosemount Branch,ottawa-public-library-rosemount-branch,Library,,,18 Rosemount Avenue,45.40,-75.73,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Heather Crowe Park,heather-crowe-park,Park,,,1902 Scott Street,45.40,-75.75,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Argyle Park,argyle-park,Park,,,,43.45,-80.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Inch Park,inch-park,Park,,,,43.24,-79.86,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mountain Drive Park,mountain-drive-park,Park,,,,43.24,-79.83,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sand Hill Park,sand-hill-park-kitchener,Park,,Kitchener,130 Cedar Street South,43.44,-80.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Toronto Public Library - Barbara Frum,toronto-public-library-barbara-frum,Library,,,20 Covington Road,43.72,-79.43,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB05,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cenotaph Green,cenotaph-green-kitchener,Park,,Kitchener,29 Duke Street East,43.45,-80.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Vogelsang Green,vogelsang-green-kitchener,Park,,Kitchener,15 Duke Street East,43.45,-80.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hill Street Park,hill-street-park,Park,,,,43.26,-79.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Woodside Park,woodside-park,Park,,,,43.44,-80.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Joseph Schneider Haus,joseph-schneider-haus-kitchener,Museum,,Kitchener,466 Queen Street South,43.44,-80.50,https://regionofwaterloomuseums.ca/en/visit/schneider-haus-national-historic-site.aspx?_mid_=33261,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Indian Valley Crescent,indian-valley-crescent,Park,,,,43.65,-79.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mary Allen Park,mary-allen-park,Park,,,95 Allen Street East,43.46,-80.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Moses Springer Park,moses-springer-park,Park,,,150 Lincoln Road,43.47,-80.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Weber Park,weber-park-kitchener,Park,,Kitchener,380 Frederick Street,43.46,-80.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Pinewood Park,pinewood-park,Park,,,,43.46,-79.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Shell Park,shell-park,Park,,,3307 Lakeshore Road West,43.38,-79.72,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Southridge Park,southridge-park-kitchener,Park,,Kitchener,1455 Queen's Boulevard,43.43,-80.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hearth Green,hearth-green,Park,,,,43.44,-80.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Woolwich Pond,woolwich-pond,Park,,,,43.49,-80.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
University Downs Park,university-downs-park,Park,,,,43.49,-80.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sandowne Park,sandowne-park-waterloo,Park,,Waterloo,315 Sandowne Drive,43.49,-80.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chesapeake Park,chesapeake-park-waterloo,Park,,Waterloo,530 Chesapeake Drive,43.51,-80.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Eastbridge Green,eastbridge-green-waterloo,Park,,Waterloo,416 Eastbridge Boulevard,43.51,-80.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Britannia Park,britannia-park,Park,,,2805 Carling Avenue,45.36,-75.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rummelhardt Park,rummelhardt-park,Park,,,,43.45,-80.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
West Wind Park,west-wind-park,Park,,,,43.44,-80.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Westvale,westvale,Park,,,,43.45,-80.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Beechwood Link,beechwood-link,Park,,,,43.45,-80.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Heather Hill Link,heather-hill-link,Park,,,517 Heather Hill Place,43.45,-80.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rolling Meadows Park,rolling-meadows-park-kitchener,Park,,Kitchener,200 Rolling Meadows Drive,43.42,-80.54,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Homewood Green,homewood-green,Park,,,,43.44,-80.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rolling Hills Park,rolling-hills-park-waterloo,Park,,Waterloo,597 Rolling Hills Drive,43.49,-80.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Magna Centre,magna-centre-newmarket,Community Centre,,Newmarket,800 Mulock Drive,44.04,-79.44,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sweetman's Gardens,sweetman-s-gardens,Park,,,,46.32,-79.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Marathon Beach,marathon-beach,Park,,,,46.31,-79.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Boulevard Park,the-boulevard-park,Park,,,,44.02,-79.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Glimmer Gardens,glimmer-gardens,Park,,,,44.03,-79.81,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Auchmar Estate,auchmar-estate,Park,,,,43.24,-79.88,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sam Lawrence Park,sam-lawrence-park,Park,,,,43.24,-79.86,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Concession / Upper Sherman,concession-upper-sherman,Park,,,,43.24,-79.84,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Burkholder Park,burkholder-park,Park,,,,43.23,-79.86,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
William McCulloch Park,william-mcculloch-park,Park,,,,43.23,-79.91,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sir Adam Beck Power Stations,sir-adam-beck-power-stations,Museum,,,14000 Niagara Parkway,43.15,-79.05,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Carpenter Park,carpenter-park,Park,,,,43.21,-79.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Toronto Public Library - Elmbrook Park,toronto-public-library-elmbrook-park,Library,,,2 Elmbrook Cres.,43.66,-79.58,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB043,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Humber Valley Park,humber-valley-park,Park,,,,43.67,-79.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Thorner Park,thorner-park,Park,,,,43.22,-79.86,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Regency Park,regency-park-waterloo,Park,,Waterloo,211 Roxton Drive,43.46,-80.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Gatestone Park,gatestone-park,Park,,,,43.47,-80.57,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bearinger Park,bearinger-park-waterloo,Park,,Waterloo,505 Glen Forrest Boulevard,43.48,-80.55,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Canewood Park,canewood-park-waterloo,Park,,Waterloo,592 Canewood Crescent,43.49,-80.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Northfield Park,northfield-park-waterloo,Park,,Waterloo,335 Northfield Drive West,43.49,-80.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cumberland Park,cumberland-park,Park,,,,43.35,-79.78,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Woodhouse Green,woodhouse-green,Park,,,,43.85,-79.01,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Jaycee Gardens Park,jaycee-gardens-park-st-catharines,Park,,St. Catharines,543 Ontario Street,43.19,-79.27,https://facilities.stcatharines.ca/Home/Detail?Id=0154f756-b826-469b-9f1a-dc2206d90a03,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Burlington Ontario Lions Club,burlington-ontario-lions-club-burlington,Community Centre,,Burlington,471 Pearl Street,43.33,-79.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Idlewood Greenway,idlewood-greenway,Park,,,,43.45,-80.43,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Veterans' Green,veterans-green,Park,,,,43.44,-80.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
McBurney Park,mcburney-park-kingston,Park,,Kingston,167 Ordnance Street,44.24,-76.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Concord Community Park,concord-community-park,Park,,,,43.81,-79.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Vaughan Crest Park,vaughan-crest-park,Park,,,,43.80,-79.44,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Stonefarm Park,stonefarm-park-thornhill,Park,,Thornhill,91 Apricot Street,43.81,-79.38,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cedar Crest Park,cedar-crest-park-kitchener,Park,,Kitchener,92 Cedar Crest Street,43.41,-80.54,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Driftwood Park,driftwood-park-kitchener,Park,,Kitchener,50 Parkland Crescent,43.41,-80.54,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Greengable Park,greengable-park,Park,,,,43.43,-80.54,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ferrah Park,ferrah-park,Park,,,,43.86,-79.32,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bolingbrooke Park,bolingbrooke-park,Park,,,,43.44,-80.55,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Farnsborough Park,farnsborough-park,Park,,,,43.02,-81.20,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
South Unionville Park,south-unionville-park-markham,Park,,Markham,514 Caboto Trail,43.86,-79.29,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fort Wellington National Historic Site,fort-wellington-national-historic-site-prescott,Park,,Prescott,370 Vankoughnet Street,44.71,-75.51,https://www.pc.gc.ca/eng/lhn-nhs/on/wellington/index.aspx,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chandler Park,chandler-park-kitchener,Park,,Kitchener,222 Chandler Drive,43.42,-80.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chandler Mowat Community Centre,chandler-mowat-community-centre,Community Centre,,,222 Chandler Drive,43.42,-80.50,https://www.kitchener.ca/en/recreation-and-sports/chandler-mowat-community-centre.aspx,+1-519-741-2733,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Toronto Public Library - Brookbanks,toronto-public-library-brookbanks-north-york,Library,,North York,210 Brookbanks Drive,43.76,-79.33,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB029,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Main Exhibit Hall,main-exhibit-hall,Museum,,,,44.12,-77.55,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Northeast Park,northeast-park,Park,,,,43.01,-81.23,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chartwell Park,chartwell-park,Park,,,,43.81,-79.26,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Genevieve Park,genevieve-park,Park,,,,43.01,-81.21,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Stronach Park,stronach-park,Park,,,,43.02,-81.20,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Canterbury Park,canterbury-park,Park,,,2185 Arch Street,45.39,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Dempsey Community Centre,dempsey-community-centre,Community Centre,,,1895 Russell Road,45.40,-75.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mariah Park,mariah-park,Park,,,2081 Ricardo Street,45.46,-75.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Pelican Park,pelican-park,Park,,,658 Pelican Street,45.46,-75.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rancourt Park,rancourt-park,Park,,,858 Scala Avenue,45.46,-75.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Alexander Community Centre,alexander-community-centre,Community Centre,,,960 Silver Street,45.38,-75.73,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Arras Road Park,arras-road-park,Park,,,,45.92,-77.29,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Newkirk Park,newkirk-park,Park,,,,43.89,-79.43,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Temperanceville Park,temperanceville-park,Park,,,,43.94,-79.48,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wenige Park,wenige-park,Park,,,,43.05,-81.24,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sculpture Park,sculpture-park,Park,,,,43.53,-80.23,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Conservatory Gardens,conservatory-gardens,Park,,,,43.53,-80.23,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Vaughan Sports Village,vaughan-sports-village,Park,,,2600 Rutherford Road,43.84,-79.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
William Bond Park,william-bond-park,Park,,,,43.94,-79.44,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Longmor Park,longmor-park,Park,,,,43.94,-79.44,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mitchell Pond Park,mitchell-pond-park,Park,,,,43.94,-79.46,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Freedom Trail Park,freedom-trail-park-maple,Park,,Maple,121 Freedom Trail,43.86,-79.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Toronto Public Library - Parkdale,toronto-public-library-parkdale-toronto,Library,,Toronto,1303 Queen Street West,43.64,-79.43,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB073,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Thistledown Park,thistledown-park,Park,,,,43.00,-81.31,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tudor District Park,tudor-district-park,Park,,,,43.83,-79.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
West Crossroads Park,west-crossroads-park-vaughan,Park,,Vaughan,170 Yellowood Circle,43.82,-79.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mississauga Meadowvale Rotary Park,mississauga-meadowvale-rotary-park-mississauga,Park,,Mississauga,3302 Tacc Drive,43.55,-79.73,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Joseph Ellerby Park,joseph-ellerby-park-markham,Park,,Markham,55 Hazelton Avenue,43.89,-79.36,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Allenby Park,allenby-park,Park,,,7 Allenby Road,45.35,-75.93,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Morgan's Grant Woods Park,morgan-s-grant-woods-park,Park,,,50 Flamborough Way,45.35,-75.93,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ravenscroft Park,ravenscroft-park,Park,,,126 Shirley's Brook Drive,45.35,-75.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
John Morison Park,john-morison-park-markham,Park,,Markham,1570 Castlemore Avenue,43.91,-79.26,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Castlemore Woods Park,castlemore-woods-park,Park,,,1580 Castlemore Avenue,43.91,-79.25,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Matthew Rae Park,matthew-rae-park-markham,Park,,Markham,531 William Berczy Boulevard,43.89,-79.31,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Frederick Peterson Park,frederick-peterson-park-markham,Park,,Markham,51 Brookhaven Crescent,43.90,-79.30,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bruce Boyd Parkette,bruce-boyd-parkette-markham,Park,,Markham,32 Country Ridge Drive,43.89,-79.29,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Plymouth Park,plymouth-park,Park,,,,42.29,-82.97,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Paramount Park,paramount-park,Park,,,,43.88,-79.26,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sarah Spencer park,sarah-spencer-park,Park,,,,44.72,-75.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Manorview Park,manorview-park,Park,,,,44.34,-78.75,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Leo DelVillano Park,leo-delvillano-park-timmins,Park,,Timmins,,48.46,-81.33,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mountjoy Historical Participark,mountjoy-historical-participark,Park,,,,48.48,-81.35,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
