name,slug,category,description,city,address,lat,lng,website,phone,email,image_url,sens_noise_1to5,sens_light_1to5,sens_crowd_1to5,sens_quiet_room,sens_headphones,sens_staff_trained,sens_certification,sens_last_verified
Varennes Park,varennes-park,Park,,Ottawa,1595 Varennes Boulevard,45.4777376,-75.4725288,,,,,,,,,,,,
Canadian Medical Hall of Fame,canadian-medical-hall-of-fame,Museum,,London,,42.9846599,-81.2454987,https://www.cdnmedhall.ca/,,,,,,,,,,,
Kiwanis Park - North,kiwanis-park---north,Park,,London,,42.995788,-81.1939076,,,,,,,,,,,,
Kiwanis Park - Central North,kiwanis-park---central-north,Park,,London,,42.9911896,-81.1873413,,,,,,,,,,,,
Glass Avenue Park,glass-avenue-park,Park,,London,,42.9889565,-81.1922755,,,,,,,,,,,,
Kiwanis Park - Central South,kiwanis-park---central-south,Park,,London,,42.987728,-81.1802221,,,,,,,,,,,,
Fairmont Park,fairmont-park,Park,,London,,42.9818012,-81.1853974,,,,,,,,,,,,
Foxhunt Parkette,foxhunt-parkette-courtice,Park,,Courtice,51 Foxhunt Trail,43.9031907,-78.8093816,,,,,,,,,,,,
Courtice West Park,courtice-west-park-courtice,Park,,Courtice,67 Varcoe Road,43.911951,-78.8088533,,,,,,,,,,,,
Hockey Hall of Fame,hockey-hall-of-fame-toronto,Museum,,Toronto,30 Yonge Street,43.6469729,-79.3772978,https://www.hhof.com/,+1-416-360-7765,,,,,,,,,,
Northwood Community Centre,northwood-community-centre,Community Centre,,Toronto,15 Clubhouse Court,43.7455808,-79.5001243,,,,,,,,,,,,
Silvio Collela Park,silvio-collela-park,Park,,Toronto,,43.7387774,-79.5214665,,,,,,,,,,,,
Duncan Park,duncan-park-markham,Park,,Markham,265 Bayview Fairways Drive,43.8191271,-79.3829073,,,,,,,,,,,,
Toronto Public Library - Highland Creek,toronto-public-library---highland-creek-toronto,Library,,Toronto,3550 Ellesmere Road,43.790017,-79.1751705,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB050,,,,,,,,,,,
Thistletown Multi-Service Centre,thistletown-multi-service-centre-etobicoke,Community Centre,,Etobicoke,925 Albion Road,43.735447,-79.562669,,+1-416-394-8717,,,,,,,,,,
Plunkett park,plunkett-park-north-york,Park,,North York,188 Plunkett Road,43.7629868,-79.5715182,,,,,,,,,,,,
Brookside Park,brookside-park-oshawa,Park,,Oshawa,370 Glencastle Avenue,43.9166633,-78.8867049,,,,,,,,,,,,
Godstone Park,godstone-park,Park,,Toronto,,43.7852631,-79.3485922,,,,,,,,,,,,
Blue Ridge Park,blue-ridge-park,Park,,Toronto,,43.7745125,-79.375602,,,,,,,,,,,,
Mission Ground Parkette,mission-ground-parkette-toronto,Park,,Toronto,399 Merton Street,43.6982716,-79.3844529,,,,,,,,,,,,
Pottery Playground,pottery-playground-toronto,Park,,Toronto,601 Merton Street,43.6995215,-79.3784983,,,,,,,,,,,,
Royal Queens Park,royal-queens-park,Park,,Niagara-on-the-Lake,,43.2580028,-79.0697867,,,,,,,,,,,,
Hideaway Park,hideaway-park,Park,,Toronto,,43.6648055,-79.3379939,,,,,,,,,,,,
MYR Morrow Park,myr-morrow-park,Park,,Orangeville,,43.9116254,-80.0973405,,,,,,,,,,,,
Tony Rose Memorial Sports Centre,tony-rose-memorial-sports-centre-orangeville,Community Centre,,Orangeville,6 Northmen Way,43.9220676,-80.1040871,,,,,,,,,,,,
Alexandra Park,alexandra-park,Park,,Orangeville,,43.9208146,-80.0941404,,,,,,,,,,,,
John W. Nichols Community Park,john-w-nichols-community-park,Park,,Caledon,,43.9444714,-79.9658122,,,,,,,,,,,,
Alton Park,alton-park,Park,,Caledon,31 Station Street,43.858607,-80.0637696,,,,,,,,,,,,
Centre Dufferin Recreation Complex,centre-dufferin-recreation-complex,Community Centre,,Shelburne,,44.0867079,-80.2037301,,,,,,,,,,,,
Crystal Ridge Park,crystal-ridge-park,Park,,Fort Erie,,42.8723123,-79.0538422,,,,,,,,,,,,
Esplanade Park,esplanade-park-haldimand-county,Park,,Haldimand County,937 Port Maitland Road,42.8575594,-79.5782232,,,,,,,,,,,,
Kinsmen Park,kinsmen-park-dunnville,Park,,Dunnville,985 John Street,42.9143019,-79.6165075,,,,,,,,,,,,
Clovercrest Parkette,clovercrest-parkette,Park,,Toronto,,43.7742029,-79.362196,,,,,,,,,,,,
YMCA,ymca-north-york,Community Centre,,North York,567 Sheppard Avenue East,43.7657144,-79.3867709,,,,,,,,,,,,
Grandravine Community Recreation Centre,grandravine-community-recreation-centre,Community Centre,,Toronto,,43.7518767,-79.490659,,,,,,,,,,,,
Herbert H. Carnegie Centennial Centre,herbert-h-carnegie-centennial-centre-north-york,Community Centre,,North York,580 Finch Avenue West,43.7735771,-79.4501338,,,,,,,,,,,,
Antibes Community Centre,antibes-community-centre-north-york,Community Centre,,North York,140 Antibes Drive,43.7811987,-79.4469847,,,,,,,,,,,,
Patricia Kemp Community Centre,patricia-kemp-community-centre,Community Centre,,Vaughan,,43.809068,-79.47575,,,,,,,,,,,,
The Bernard Betel Centre for Creative Living,the-bernard-betel-centre-for-creative-living-toronto,Community Centre,,Toronto,1003 Steeles Avenue West,43.7916599,-79.4470535,https://www.betelcentre.org/,+1-416-225-2112,,,,,,,,,,
John Charlton House,john-charlton-house-vaughan,Park,,Vaughan,220 Charlton Avenue,43.7932105,-79.4640725,,,,,,,,,,,,
Kennedy Road Parkette,kennedy-road-parkette,Park,,Toronto,,43.8008727,-79.295898,,,,,,,,,,,,
Earl Bales Park Community Centre,earl-bales-park-community-centre,Community Centre,,Toronto,,43.7545798,-79.4338164,,,,,,,,,,,,
Thornhill Green Park,thornhill-green-park,Park,,Vaughan,,43.8136491,-79.4528137,,,,,,,,,,,,
Edmund Seager Parkette,edmund-seager-parkette-vaughan,Park,,Vaughan,60 Edmund Seager Drive,43.8155605,-79.4419515,,,,,,,,,,,,
Thomas Frisby Woods,thomas-frisby-woods,Park,,Markham,,43.8736029,-79.3431285,,,,,,,,,,,,
Cummer Park Community Centre,cummer-park-community-centre-north-york,Community Centre,,North York,6000 Leslie Street,43.8001055,-79.3712895,,,,,,,,,,,,
Toronto Public Library - Pleasant View,toronto-public-library---pleasant-view-north-york,Library,,North York,575 Van Horne Avenue,43.7875655,-79.3354385,https://www.torontopubliclibrary.ca/detail.jsp?R=LIB076,,,,,,,,,,,
Van Horne Park,van-horne-park,Park,,Toronto,,43.7865387,-79.3383558,,,,,,,,,,,,
Pinto Park,pinto-park,Park,,Toronto,,43.790942,-79.3395052,,,,,,,,,,,,
Stephen Leacock Park,stephen-leacock-park,Park,,Toronto,,43.7868778,-79.3023796,,,,,,,,,,,,
Mount Joy Community Centre,mount-joy-community-centre-markham,Community Centre,,Markham,,43.894904,-79.262138,,,,,,,,,,,,
Weeden Woodlot Park,weeden-woodlot-park,Park,,Markham,,43.9087814,-79.2542729,,,,,,,,,,,,
Kitchener Public Library - Forest Heights,kitchener-public-library---forest-heights-kitchener,Library,,Kitchener,251 Fischer-Hallman Road,43.4263397,-80.5233348,https://www.kpl.org/fh,+1-519-743-0644,,,,,,,,,,
Port Dover Kinsmen Park,port-dover-kinsmen-park,Park,,Port Dover,,42.7881035,-80.1896086,,,,,,,,,,,,
Powell Park,powell-park,Park,,Port Dover,,42.7866611,-80.2024821,,,,,,,,,,,,
York Park,york-park,Park,,,40 Front Street South,43.0203922,-79.8903576,,,,,,,,,,,,
Glen Williams Park,glen-williams-park,Park,,Glen Williams,,43.6686563,-79.9249273,,,,,,,,,,,,
Halton Region Museum,halton-region-museum,Museum,,Milton,,43.5054926,-79.9463454,,,,,,,,,,,,
West Lodge Park,west-lodge-park,Park,,Toronto,,43.6462095,-79.4380024,,,,,,,,,,,,
Lloyd Wilson Centennial Arena,lloyd-wilson-centennial-arena-caledon,Community Centre,,Caledon,15551 McLaughlin Road,43.7947122,-79.9288617,,,,,,,,,,,,
Centre 2000 Community Centre and Arena,centre-2000-community-centre-and-arena-erin,Community Centre,,Erin,14 Boland Drive,43.7782784,-80.0689256,https://www.erin.ca/living-here/recreation-and-culture/parks-and-trails/facilities/erin-community-centre,519-833-2114 ext. 426,bookings@erin.ca,,,,,,,,,
Inglewood Park,inglewood-park,Park,,Caledon,,43.7942534,-79.9290468,,,,,,,,,,,,
Mistywood Park,mistywood-park,Park,,Caledon,,43.8613122,-80.0002592,,,,,,,,,,,,
Ravine Park,ravine-park,Park,,,,42.8951134,-80.1408847,,,,,,,,,,,,
Arlington Park,arlington-park,Park,,Cambridge,130 Arlington Street,43.4032696,-80.3517521,,,,,,,,,,,,
Cambridge Y.M.C.A.,cambridge-ymca-cambridge,Community Centre,,Cambridge,250 Hespeler Road,43.3860705,-80.322419,,,,,,,,,,,,
Casey Park,casey-park-kitchener,Park,,Kitchener,50 Casey Drive,43.4546032,-80.4287433,,,,,,,,,,,,
Carisbrook Park,carisbrook-park,Park,,Kitchener,,43.4864221,-80.4732006,,,,,,,,,,,,
Prospect Park,prospect-park,Park,,Kitchener,,43.4391634,-80.4506208,,,,,,,,,,,,
Eby Park,eby-park-kitchener,Park,,Kitchener,137 Holborn Drive,43.4504509,-80.4366123,,,,,,,,,,,,
Rockway Centre,rockway-centre-kitchener,Community Centre,,Kitchener,1405 King Street East,43.439664,-80.4667414,https://www.kitchener.ca/en/recreation-and-sports/rockway-centre.aspx,+1-519-741-2507,,,,,,,,,,
Franklin Park,franklin-park,Park,,Kitchener,,43.4440795,-80.4458221,,,,,,,,,,,,
Midland Park,midland-park,Park,,Kitchener,,43.4474871,-80.4480267,,,,,,,,,,,,
Crosby Park,crosby-park-kitchener,Park,,Kitchener,60 Crosby Drive,43.4525391,-80.4490521,,,,,,,,,,,,
Breithaupt Community Centre,breithaupt-community-centre-kitchener,Community Centre,,Kitchener,350 Margaret Avenue,43.4663109,-80.4959884,https://www.kitchener.ca/en/recreation-and-sports/breithaupt-centre.aspx,+1-519-741-2502,,,,,,,,,,
Major Park,major-park-kitchener,Park,,Kitchener,330 Breithaupt Street,43.4596312,-80.4849895,,,,,,,,,,,,
Glendale Park,glendale-park-kitchener,Park,,Kitchener,130 Glen Road,43.4375274,-80.4975512,,,,,,,,,,,,
Maher Circle Parkette,maher-circle-parkette-toronto,Park,,Toronto,Maher Avenue,43.6625803,-79.4782853,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=23,,,,,,,,,,,
Reservoir Park,reservoir-park,Park,,Port Colborne,,42.9029663,-79.2561463,,,,,,,,,,,,
Lawton Parkette,lawton-parkette-toronto,Park,,Toronto,1600 Yonge Street,43.691304,-79.3954325,,,,,,,,,,,,
Humberstone Centennial Park,humberstone-centennial-park,Park,,Port Colborne,,42.8763312,-79.1791666,,,,,,,,,,,,
Port Colborne Minor Baseball Rotary Complex,port-colborne-minor-baseball-rotary-complex,Park,,Port Colborne,,42.8956266,-79.263802,,,,,,,,,,,,
Balls Park,balls-park,Park,,Port Colborne,,42.9117474,-79.261771,,,,,,,,,,,,
Chippawa Park,chippawa-park-welland,Park,,Welland,128 Fitch Street,42.9973289,-79.2583058,,,,,,,,,,,,
Pelham Public Library - Fonthill Branch,pelham-public-library---fonthill-branch,Library,,Fonthill,43 Pelham Town Square,43.0438575,-79.282267,,,,,,,,,,,,
HH Knoll Lakeview Park,hh-knoll-lakeview-park,Park,,Port Colborne,,42.879347,-79.2561433,,,,,,,,,,,,
Merritt Park,merritt-park,Park,,Welland,,42.98954,-79.2516437,,,,,,,,,,,,
Glennwood Park,glennwood-park,Park,,Welland,,42.9425451,-79.2407625,,,,,,,,,,,,
Station Park,station-park,Park,,Welland,,42.9768457,-79.2531137,,,,,,,,,,,,
Ricelawn Park,ricelawn-park,Park,,Welland,,43.0146283,-79.2751573,,,,,,,,,,,,
Rose Shymansky Memorial Park,rose-shymansky-memorial-park,Park,,Port Colborne,,42.8946933,-79.2663278,,,,,,,,,,,,
Cooks Mills Park,cooks-mills-park-welland,Park,,Welland,630 Lyons Creek Road,42.9955692,-79.1890098,,,,,,,,,,,,
Sunset Park,sunset-park,Park,,Port Colborne,,42.8822702,-79.2743488,,,,,,,,,,,,
Waverly Beach Park,waverly-beach-park,Park,,Fort Erie,,42.8837858,-78.9395387,,,,,,,,,,,,
Bertie Centennial Park,bertie-centennial-park,Park,,Fort Erie,,42.8994333,-78.9693677,,,,,,,,,,,,
Sugarbowl Park,sugarbowl-park,Park,,Fort Erie,,42.9217667,-78.9168672,,,,,,,,,,,,
Old Fort Erie,old-fort-erie,Museum,,Fort Erie,,42.8945969,-78.9235619,https://www.niagaraparks.com/visit/heritage/old-fort-erie/,,,,,,,,,,,
Albert Street Park,albert-street-park,Park,,Fort Erie,,42.8892939,-78.9285263,,,,,,,,,,,,
Moore Park Ravine,moore-park-ravine,Park,,Toronto,,43.6917571,-79.3741129,,,,,,,,,,,,
Idea Exchange - Queen's Square,idea-exchange---queens-square-cambridge,Library,,Cambridge,1 North Square,43.3594789,-80.3181821,https://ideaexchange.org/location/queens-square,+1-519-621-0460,,,,,,,,,,
Willard Park,willard-park-city-of-cambridge,Park,,City of Cambridge,85 Beechwood Road,43.3477926,-80.3332894,,+1-519-740-4681x4214,,,,,,,,,,
Hancock Park,hancock-park,Park,,Cambridge,115 Glenmorris Street,43.3474758,-80.3205579,,,,,,,,,,,,
Heise Park,heise-park,Park,,Cambridge,,43.3714934,-80.3282928,,,,,,,,,,,,
St. Andrews Park,st-andrews-park-2,Park,,Cambridge,,43.3561507,-80.3207276,https://www.cambridge.ca/en/learn-about/resources/BikewayNetworkForWeb.pdf,,,,,,,,,,,
Dickson Park,dickson-park-cambridge,Park,,Cambridge,30 Park Hill Road West,43.3644717,-80.3205952,,,,,,,,,,,,
Queen's Square,queens-square,Park,,Cambridge,,43.3589774,-80.3178161,,,,,,,,,,,,
Lincoln Park,lincoln-park,Park,,Cambridge,,43.3519536,-80.3066537,,,,,,,,,,,,
Soper Park,soper-park,Park,,Cambridge,,43.3650392,-80.3046031,,,,,,,,,,,,
Branchton Park,branchton-park,Park,,North Dumfries,,43.3070537,-80.2623311,,,,,,,,,,,,
Budd Park,budd-park,Park,,Kitchener,,43.401657,-80.4542866,,,,,,,,,,,,
Mausser Park,mausser-park-kitchener,Park,,Kitchener,219 Stirling Avenue South,43.4320974,-80.4936286,,,,,,,,,,,,
Charles Best,charles-best,Park,,Kitchener,,43.436486,-80.4878121,,,,,,,,,,,,
Cedarhill Park,cedarhill-park,Park,,Kitchener,,43.4133427,-80.4751859,,,,,,,,,,,,
Veterans' Park,veterans-park-kitchener,Park,,Kitchener,75 Lorne Crescent,43.4370135,-80.4939559,,,,,,,,,,,,
Rockway Gardens,rockway-gardens,Park,,Kitchener,,43.4381219,-80.4637174,,,,,,,,,,,,
Kingsdale Community Centre,kingsdale-community-centre-kitchener,Community Centre,,Kitchener,72 Wilson Avenue,43.4295425,-80.4589382,https://www.kitchener.ca/en/recreation-and-sports/kingsdale-community-centre.aspx,+1-519-741-2540,,,,,,,,,,
Meinzinger Park,meinzinger-park-kitchener,Park,,Kitchener,100 Homer Watson Boulevard,43.4291561,-80.4913812,,,,,,,,,,,,
Radcliffe Park,radcliffe-park-kitchener,Park,,Kitchener,70 Radcliffe Drive,43.413504,-80.4956113,,,,,,,,,,,,
McLennan Park,mclennan-park-kitchener,Park,,Kitchener,901 Ottawa Street South,43.4179472,-80.4879413,,,,,,,,,,,,
Lions Park,lions-park-kitchener,Park,,Kitchener,20 Rittenhouse Road,43.4116705,-80.4853508,,,,,,,,,,,,
Knights Of Columbus Place,knights-of-columbus-place,Park,,Mississauga,,43.5626939,-79.6272471,,,,,,,,,,,,
Doon Pioneer Park Community Centre & Splashpad,doon-pioneer-park-community-centre-splashpad,Community Centre,,Kitchener,150 Pioneer Drive,43.3942765,-80.4370351,https://www.kitchener.ca/en/recreation-and-sports/doon-pioneer-park-community-centre.aspx,+1-519-741-2641,,,,,,,,,,
Upper Canada Park,upper-canada-park,Park,,Kitchener,120 Pioneer Drive,43.3958731,-80.4345285,,,,,,,,,,,,
Mike Wagner Green,mike-wagner-green,Park,,Kitchener,,43.4432918,-80.4931577,,,,,,,,,,,,
Puslinch Community Park,puslinch-community-park,Park,,Puslinch,,43.4710831,-80.1518936,,,,,,,,,,,,
Fir Valley Woods Park,fir-valley-woods-park,Park,,Toronto,,43.7047097,-79.2788901,,,,,,,,,,,,
McCleary Park,mccleary-park,Park,,Toronto,,43.6529001,-79.3402516,,,,,,,,,,,,
Kinsella Park,kinsella-park,Park,,Ottawa,1600 Prestwick Drive,45.4682732,-75.4990012,,,,,,,,,,,,
Grey Nuns Park,grey-nuns-park,Park,,Ottawa,1595 Grey Nuns Drive,45.4680852,-75.5392653,,,,,,,,,,,,
Queenswood Heights Centennial Community Centre,queenswood-heights-centennial-community-centre,Community Centre,,Ottawa,1485 Duford Drive,45.4713325,-75.5080354,,,,,,,,,,,,
North Vineyard Park,north-vineyard-park,Park,,Ottawa,6018 Voyageur Drive,45.473297,-75.550483,,,,,,,,,,,,
Queenswood Ridge Park,queenswood-ridge-park,Park,,Ottawa,346 Kennedy Lane East,45.4772992,-75.5030118,,,,,,,,,,,,
Queenswood Heights Centennial Park,queenswood-heights-centennial-park,Park,,Ottawa,,45.4705748,-75.5073668,,,,,,,,,,,,
Jeanne d'Arc Park,jeanne-darc-park,Park,,Ottawa,1155 St. Moritz Court,45.4740999,-75.5457246,,,,,,,,,,,,
Marsha Park,marsha-park,Park,,Ottawa,855 Lawnsberry Drive,45.485476,-75.51228,,,,,,,,,,,,
Alcide Trudeau Park (Vars),alcide-trudeau-park-vars,Park,,Ottawa,5715 Rockdale Road,45.3563975,-75.3508846,,,,,,,,,,,,
Floradale Park,floradale-park,Park,,Mississauga,,43.5739002,-79.6146036,,,,,,,,,,,,
London Terrace Park,london-terrace-park,Park,,Ottawa,355 London Terrace,45.4508805,-75.649954,,,,,,,,,,,,
Optimiste Park,optimiste-park,Park,,Ottawa,43 Ste-Cécile Street,45.442379,-75.6694041,,,,,,,,,,,,
Manor Park,manor-park,Park,,Ottawa,100 Braemar Street,45.4514047,-75.6568166,,,,,,,,,,,,
Sandalwood Park,sandalwood-park,Park,,Ottawa,2850 Sandalwood Drive,45.3779357,-75.6476361,,,,,,,,,,,,
Windsor Park Ottawa,windsor-park-ottawa,Park,,Ottawa,1 B Windsor Avenue,45.3943495,-75.6764914,,,,,,,,,,,,
Nault Park,nault-park,Park,,Ottawa,325 St-Denis Street,45.4414635,-75.6586615,,,,,,,,,,,,
Canterbury Community Centre,canterbury-community-centre,Community Centre,,Ottawa,2185 Arch Street,45.390891,-75.6301642,,,,,,,,,,,,
Alda Burt Park,alda-burt-park,Park,,Ottawa,1816 St-Laurent Boulevard,45.402439,-75.6267158,,,,,,,,,,,,
Village Green Park,village-green-park,Park,,Ottawa,270 Springfield Road,45.4492016,-75.6774444,,,,,,,,,,,,
Hemlock Park,hemlock-park,Park,,Ottawa,361 Meadow Park Place,45.4491845,-75.649785,,,,,,,,,,,,
Canada Aviation and Space Museum,canada-aviation-and-space-museum,Museum,,Ottawa,11 promenade de l'Aviation Parkway,45.4589135,-75.6437415,https://ingeniumcanada.org/aviation,+1-613-991-3044,,,,,,,,,,
Rockcliffe Park,rockcliffe-park,Park,,Ottawa,101 Princess Avenue,45.451622,-75.6861215,,,,,,,,,,,,
Ottawa Public Library - Vanier Branch,ottawa-public-library---vanier-branch,Library,,Ottawa,310 Pères-Blancs Avenue,45.4443809,-75.6605039,,,,,,,,,,,,
Ottawa Public Library - Rockcliffe Park Branch,ottawa-public-library---rockcliffe-park-branch,Library,,Ottawa,380 Springfield Road,45.450716,-75.6786665,,+1-613-745-2562,,,,,,,,,,
Playfair Park,playfair-park,Park,,Ottawa,1801 Playfair Drive,45.3912886,-75.64547,,,,,,,,,,,,
Brantwood Park,brantwood-park,Park,,Ottawa,39 Onslow Crescent,45.4060869,-75.6719844,,,,,,,,,,,,
Richelieu Park,richelieu-park,Park,,Ottawa,300 Pères-Blancs Avenue,45.4438685,-75.6611345,,,,,,,,,,,,
Richelieu-Vanier Community Centre,richelieu-vanier-community-centre,Community Centre,,Ottawa,300 Pères-Blancs Avenue,45.443742,-75.6594375,,,,,,,,,,,,
Sharel Park,sharel-park,Park,,Ottawa,1900 Florida Avenue,45.3820807,-75.6387724,,,,,,,,,,,,
Weston Park,weston-park,Park,,Ottawa,955 Pleasant Park Road,45.395586,-75.6253275,,,,,,,,,,,,
Lynda Lane Park,lynda-lane-park,Park,,Ottawa,580 Smyth Road,45.3975672,-75.644877,,,,,,,,,,,,
Rabbi Bulka Kindness Park,rabbi-bulka-kindness-park,Park,,Ottawa,2330 Virginia Drive,45.3853757,-75.6460096,,,,,,,,,,,,
Robert Andrew Russell Park,robert-andrew-russell-park,Park,,Ottawa,466 Billings Avenue,45.394821,-75.65128,,,,,,,,,,,,
Applewood Park,applewood-park,Park,,Ottawa,134 Begonia Avenue,45.3881142,-75.6689028,,,,,,,,,,,,
Hutton Park,hutton-park,Park,,Ottawa,1830 Hutton Avenue,45.401376,-75.6306723,,,,,,,,,,,,
Paget Park,paget-park,Park,,Ottawa,801 Springland Drive,45.3702421,-75.6857275,,,,,,,,,,,,
Kaladar Park,kaladar-park,Park,,Ottawa,2554 Kaladar Avenue,45.3730819,-75.6724255,,,,,,,,,,,,
Stanstead Park,stanstead-park,Park,,Ottawa,861 Stanstead Road,45.3629575,-75.6724345,,,,,,,,,,,,
Ledbury Park,ledbury-park,Park,,Ottawa,1250 Ledbury Avenue,45.3662858,-75.6544492,,,,,,,,,,,,
Pauline Vanier Park,pauline-vanier-park,Park,,Ottawa,1015 Harkness Avenue,45.3671821,-75.6765995,,,,,,,,,,,,
Owl Park,owl-park,Park,,Ottawa,215 Owl Drive,45.3546605,-75.664095,,,,,,,,,,,,
R. George Pushman Park,r-george-pushman-park,Park,,Ottawa,1270 Pebble Road,45.3601031,-75.6481438,,,,,,,,,,,,
Lisa Park,lisa-park,Park,,Ottawa,6 Lisa Avenue,45.3443977,-75.7889744,,,,,,,,,,,,
Agincourt Park,agincourt-park,Park,,Ottawa,1269 Albany Drive,45.3602868,-75.753986,,,,,,,,,,,,
Frank Ryan Park,frank-ryan-park,Park,,Ottawa,950 Alpine Avenue,45.3565826,-75.7885166,,,,,,,,,,,,
Kilreen Park,kilreen-park,Park,,Ottawa,1250 Southwood Drive,45.346751,-75.7837035,,,,,,,,,,,,
Elmhurst Park,elmhurst-park,Park,,Ottawa,900 Tavistock Road,45.3594061,-75.7859439,,,,,,,,,,,,
Ottawa Public Library - Carlingwood Branch,ottawa-public-library---carlingwood-branch,Library,,Ottawa,281 Woodroffe Avenue,45.373182,-75.7719829,,,,,,,,,,,,
Marlene Catterall Park,marlene-catterall-park,Park,,Ottawa,2955 Michèle Drive,45.3553159,-75.8014575,,,,,,,,,,,,
Kingsmere Park,kingsmere-park,Park,,Ottawa,2074 Benjamin Avenue,45.3652407,-75.7625701,,,,,,,,,,,,
Bellfield Park,bellfield-park,Park,,Ottawa,18 Bellfield Street,45.3478947,-75.8011346,,,,,,,,,,,,
Ron Kolbus-Lakeside Centre,ron-kolbus-lakeside-centre,Community Centre,,Ottawa,120 Greenview Avenue,45.3638872,-75.8015259,https://ottawa.ca/en/facility/ron-kolbus-lakeside-centre,,,,,,,,,,,
Lorry Greenberg Park,lorry-greenberg-park,Park,,Ottawa,1968 Castlewood Avenue,45.3687326,-75.7586983,,,,,,,,,,,,
Whitehaven / George C. Brown Park,whitehaven-george-c-brown-park,Park,,Ottawa,970 Parkhaven Avenue,45.3609413,-75.7745846,,,,,,,,,,,,
Ryan Farm Park,ryan-farm-park,Park,,Ottawa,5 Parkglen Drive,45.3478229,-75.7530865,,,,,,,,,,,,
Kenson Park,kenson-park,Park,,Ottawa,1265 Adirondack Drive,45.3541694,-75.7655395,,,,,,,,,,,,
Morrison Park,morrison-park,Park,,Ottawa,1095 Morrison Drive,45.3449906,-75.7943461,,,,,,,,,,,,
Navaho Park,navaho-park,Park,,Ottawa,2031 Navaho Drive,45.3609797,-75.7575718,,,,,,,,,,,,
